"","Id","OverallQual","GrLivArea","GarageCars","GarageArea","SalePrice"
"701",2161,8,1615,3,864,267324.735
"702",2162,9,2276,3,1348,347156.694
"703",2163,9,1766,3,874,302213.892
"704",2164,8,1511,3,811,259970.809
"705",2165,6,1643,2,438,185747.921
"706",2166,5,990,2,528,130120.918
"707",2167,7,1418,2,558,206560.21
"708",2168,6,1771,2,600,198812.701
"709",2169,7,1652,2,532,217081.864
"710",2170,7,1823,2,626,229457.779
"711",2171,5,1174,2,528,139242.35
"712",2172,5,1076,2,576,136375.14
"713",2173,5,1558,2,440,154628.318
"714",2174,7,2161,2,570,243890.685
"715",2175,9,1947,3,725,305006.383
"716",2176,8,1786,3,715,269621.496
"717",2177,7,2327,2,596,253198.231
"718",2178,8,1764,2,560,250784.278
"719",2179,6,848,2,420,145590.782
"720",2180,6,1838,3,721,218470.452
"721",2181,7,1445,2,470,204248.617
"722",2182,7,1564,3,814,235733.758
"723",2183,7,1361,2,610,205891.405
"724",2184,5,1092,1,264,112909.65
"725",2185,5,1033,2,504,131257.085
"726",2186,6,1127,2,480,161910.329
"727",2187,6,1117,2,542,163986.235
"728",2188,6,1398,2,440,173685.492
"729",2189,5,3820,2,624,274394.396
"730",2190,4,1152,0,0,66627.462
"731",2191,4,1152,0,0,66627.462
"732",2192,4,784,0,0,48384.598
"733",2193,5,1053,0,0,88708.589
"734",2194,5,1137,0,0,92872.721
"735",2195,4,930,1,286,78802.486
"736",2196,4,1204,1,312,93463.916
"737",2197,4,1292,1,205,93388.194
"738",2198,7,1424,1,312,185336.538
"739",2199,6,1920,2,480,201221.718
"740",2200,6,1316,1,369,155358.046
"741",2201,6,1264,2,400,165383.59
"742",2202,8,1512,1,180,211212.72
"743",2203,6,1603,2,599,190442.959
"744",2204,5,1938,1,240,153852.936
"745",2205,5,1374,1,225,125271.594
"746",2206,6,1091,1,344,143167.171
"747",2207,8,1873,2,786,265561.763
"748",2208,7,2161,2,506,241236.093
"749",2209,5,1898,2,484,173308.17
"750",2210,6,1032,2,462,156454.29
"751",2211,6,919,1,195,128460.393
"752",2212,6,1090,1,240,138803.886
"753",2213,5,1200,0,0,95995.82
"754",2214,5,1656,1,288,141864.294
"755",2215,5,912,1,360,107968.398
"756",2216,5,1955,1,356,159507.125
"757",2217,1,733,2,487,7724.643
"758",2218,4,1361,1,185,95979.171
"759",2219,4,1049,1,195,80927.175
"760",2220,4,864,1,216,72627.208
"761",2221,8,1648,2,525,243582.08
"762",2222,7,1646,2,482,214710.526
"763",2223,7,2032,3,786,257772.538
"764",2224,7,1820,3,816,248507.402
"765",2225,5,1872,2,484,172019.272
"766",2226,4,1689,2,432,133801.703
"767",2227,7,1501,2,512,208766.781
"768",2228,8,1537,3,788,260305.713
"769",2229,8,1780,2,612,253734.302
"770",2230,5,1442,2,400,147218.73
"771",2231,7,1612,3,666,231974.518
"772",2232,6,1495,2,438,178411.117
"773",2233,6,1256,2,578,172370.09
"774",2234,8,1440,2,467,230865.172
"775",2235,6,1675,2,435,187209.823
"776",2236,8,1728,2,520,247340.53
"777",2237,8,1964,3,892,285787.096
"778",2238,7,1344,4,784,234900.88
"779",2239,5,1092,0,0,90641.936
"780",2240,6,1189,2,392,161333.791
"781",2241,4,1200,3,850,138215.832
"782",2242,5,1040,2,499,131396.706
"783",2243,5,1475,1,336,134882.525
"784",2244,4,988,1,297,82133.978
"785",2245,4,988,1,297,82133.978
"786",2246,5,1160,1,257,115990.268
"787",2247,6,1092,0,0,117630.79
"788",2248,5,816,1,264,99227.502
"789",2249,5,845,1,264,100665.119
"790",2250,5,889,2,484,123289.013
"791",2251,5,1836,1,288,150787.434
"792",2252,6,1587,2,525,186580.419
"793",2253,6,1384,2,390,170917.57
"794",2254,6,1694,2,398,186617.024
"795",2255,6,1714,2,451,189806.818
"796",2256,7,1553,2,420,207528.601
"797",2257,6,2299,2,482,220092.841
"798",2258,7,1187,2,420,189384.883
"799",2259,6,1642,2,392,183790.36
"800",2260,6,1128,2,480,161959.902
"801",2261,8,1179,2,480,218465.833
"802",2262,8,1321,2,484,225671.111
"803",2263,8,2541,3,729,307629.803
"804",2264,9,2338,3,1110,340358.456
"805",2265,5,1424,3,828,175396.522
"806",2266,9,1612,2,556,270072.124
"807",2267,8,2234,2,724,280885.98
"808",2268,10,2042,3,724,336663.194
"809",2269,6,1284,2,480,169693.29
"810",2270,7,1479,2,484,206514.791
"811",2271,7,1664,2,663,223110.358
"812",2272,7,1930,2,481,228747.78
"813",2273,6,1177,2,495,165011.149
"814",2274,6,1353,2,478,173030.871
"815",2275,6,1220,2,944,185766.41
"816",2276,7,1324,2,585,203020.254
"817",2277,6,1877,2,488,199421.903
"818",2278,5,1422,2,576,153527.398
"819",2279,5,914,1,368,108399.368
"820",2280,4,914,1,270,77345.67
"821",2281,6,1337,2,511,173606.477
"822",2282,6,1337,2,522,174062.735
"823",2283,6,1092,1,264,139898.504
"824",2284,6,1218,1,264,146144.702
"825",2285,7,1055,1,319,167334.447
"826",2286,5,988,1,360,111735.946
"827",2287,9,1816,3,730,298719.71
"828",2288,8,1694,3,856,270909.178
"829",2289,8,2122,3,938,295527.618
"830",2290,9,2656,3,1040,353219.21
"831",2291,8,2550,3,670,305628.758
"832",2292,10,2046,3,878,343249.098
"833",2293,9,2552,3,932,343583.994
"834",2294,9,2758,3,814,348901.628
"835",2295,10,2290,3,1174,367622.398
"836",2296,8,2152,2,728,276986.906
"837",2297,8,2100,3,786,288132.356
"838",2298,9,1802,3,843,302712.702
"839",2299,8,2956,3,916,335958.984
"840",2300,8,2385,3,818,303587.957
"841",2301,8,1818,3,774,273655.034
"842",2302,7,1614,3,878,240867
"843",2303,8,1721,2,554,248403.771
"844",2304,8,1828,3,876,278381.52
"845",2305,6,1302,2,631,176848.782
"846",2306,6,1302,2,631,176848.782
"847",2307,6,1362,2,460,172730.424
"848",2308,8,1554,2,627,243152.974
"849",2309,9,1577,2,564,268668.893
"850",2310,8,1324,2,550,228557.378
"851",2311,7,1405,2,478,202597.521
"852",2312,6,1496,2,572,184018.742
"853",2313,6,1536,2,400,178867.446
"854",2314,7,1458,2,454,204229.418
"855",2315,6,1495,2,440,178494.073
"856",2316,6,1746,3,350,198521.398
"857",2317,6,1326,2,388,167959.38
"858",2318,6,1504,2,440,178940.23
"859",2319,7,1456,2,400,201890.46
"860",2320,7,1258,2,462,194646.642
"861",2321,8,1589,3,630,256329.985
"862",2322,7,1266,2,388,191973.854
"863",2323,7,1119,2,437,186719.045
"864",2324,7,1374,2,400,197825.474
"865",2325,7,1525,2,534,210869.049
"866",2326,7,1394,2,400,198816.934
"867",2327,7,1948,2,434,227690.628
"868",2328,7,1995,2,435,230062.037
"869",2329,6,1690,2,442,188243.764
"870",2330,6,1644,2,460,186710.01
"871",2331,8,2551,3,925,316255.221
"872",2332,9,3078,3,806,364433.164
"873",2333,8,2582,3,758,310865.158
"874",2334,7,2385,3,600,267556.899
"875",2335,8,2202,2,517,270713.698
"876",2336,8,2538,3,933,315942.596
"877",2337,7,1369,2,605,206080.599
"878",2338,8,1542,3,852,263208.17
"879",2339,8,1534,2,484,236230.16
"880",2340,10,1966,3,1092,348159.55
"881",2341,7,1528,2,480,208777.956
"882",2342,8,1538,2,484,236428.452
"883",2343,7,1506,2,672,215651.126
"884",2344,7,1977,3,574,246252.687
"885",2345,8,1830,3,859,277775.54
"886",2346,8,1338,2,598,231242.344
"887",2347,7,1335,2,575,203150.777
"888",2348,8,1792,2,590,253416.662
"889",2349,5,1588,2,561,161134.346
"890",2350,8,1880,3,880,281125.228
"891",2351,8,1584,2,594,243271.39
"892",2352,8,1685,3,658,262250.377
"893",2353,6,2443,3,744,249416.111
"894",2354,6,1100,0,0,118027.374
"895",2355,7,1143,0,0,147147.867
"896",2356,5,1094,2,576,137267.454
"897",2357,7,1486,2,566,210262.998
"898",2358,6,1820,2,492,196762.154
"899",2359,6,1266,1,283,149312.288
"900",2360,5,894,1,308,104919.228
"901",2361,5,1040,2,686,139153.092
"902",2362,7,2503,2,564,260595.783
"903",2363,5,1037,2,431,128427.483
"904",2364,6,1055,2,542,160912.709
"905",2365,8,1378,2,540,230819.54
"906",2366,8,1151,2,484,217243.701
"907",2367,8,1565,2,476,237435.099
"908",2368,7,1352,2,466,199472.416
"909",2369,8,1550,2,528,238848.36
"910",2370,6,1501,2,440,178791.511
"911",2371,6,1573,2,440,182360.767
"912",2372,7,1358,2,625,206364.856
"913",2373,8,2048,2,552,264531.186
"914",2374,8,2362,2,1105,303034.442
"915",2375,8,1494,2,478,233998.372
"916",2376,7,2362,2,546,252859.386
"917",2377,8,2497,2,676,291932.735
"918",2378,6,1152,2,412,160329.15
"919",2379,6,2411,2,570,229295.081
"920",2380,6,1082,2,480,159679.544
"921",2381,6,1295,2,528,172229.537
"922",2382,7,1610,2,515,214294.672
"923",2383,7,1594,2,472,211717.95
"924",2384,7,2075,2,473,235604.041
"925",2385,6,1093,2,484,160390.759
"926",2386,6,1052,1,311,139865.05
"927",2387,5,1107,1,308,115478.277
"928",2388,4,1224,3,530,126132.624
"929",2389,5,1074,2,396,128809.954
"930",2390,5,1187,2,440,136236.735
"931",2391,5,964,2,784,139450.388
"932",2392,5,894,1,312,105085.14
"933",2393,7,1200,2,440,190858.892
"934",2394,6,1042,2,440,156037.504
"935",2395,6,2154,2,539,215269.002
"936",2396,6,1374,1,286,154790.606
"937",2397,6,1652,2,510,189180.494
"938",2398,5,908,2,512,125392.284
"939",2399,3,666,0,0,15546.13
"940",2400,3,670,0,0,15744.422
"941",2401,5,808,1,308,100655.95
"942",2402,5,1150,1,288,116780.356
"943",2403,5,1560,3,792,180645.242
"944",2404,5,1280,2,432,140515.2
"945",2405,6,1254,2,525,170072.61
"946",2406,6,936,1,315,134280.494
"947",2407,5,1008,1,308,110570.55
"948",2408,5,1053,2,692,140046.409
"949",2409,5,1144,1,336,118473.862
"950",2410,6,1721,2,464,190693.043
"951",2411,5,922,1,308,106307.272
"952",2412,5,1411,1,310,130631.425
"953",2413,5,1216,1,336,122043.118
"954",2414,5,1154,1,336,118969.592
"955",2415,5,1560,2,484,156552.496
"956",2416,6,948,2,410,150133.302
"957",2417,6,1040,1,293,138523.57
"958",2418,5,925,1,252,104133.223
"959",2419,4,1540,1,352,111779.564
"960",2420,5,925,1,390,109857.187
"961",2421,4,1647,1,280,114097.459
"962",2422,5,924,1,420,111051.954
"963",2423,4,1544,0,0,86060.078
"964",2424,5,1728,1,371,148876.224
"965",2425,5,3086,3,1200,273216.664
"966",2426,4,1281,2,580,119714.663
"967",2427,5,1534,0,0,112553.202
"968",2428,7,1651,1,276,195096.401
"969",2429,5,888,1,240,101801.286
"970",2430,6,952,1,288,133953.756
"971",2431,5,1238,1,357,124004.762
"972",2432,5,1040,1,286,111244.37
"973",2433,5,1170,1,338,119845.716
"974",2434,5,1242,1,324,122834.28
"975",2435,5,1377,1,351,130646.541
"976",2436,5,925,1,300,106124.167
"977",2437,5,864,1,294,102851.346
"978",2438,5,936,1,288,106171.734
"979",2439,5,960,2,576,130624.672
"980",2440,6,1296,2,576,174270.054
"981",2441,5,1022,1,184,106121.3
"982",2442,5,967,1,180,103228.873
"983",2443,5,1072,2,379,128005.682
"984",2444,5,1174,2,576,141233.294
"985",2445,4,1141,1,252,87852.137
"986",2446,4,1798,2,342,135472.14
"987",2447,8,1772,2,816,261799.23
"988",2448,6,1642,1,374,171726.234
"989",2449,5,1232,2,480,140126.64
"990",2450,6,1650,2,468,187339.272
"991",2451,5,1358,1,336,129082.484
"992",2452,7,2454,2,576,258664.442
"993",2453,4,968,1,331,82552.77
"994",2454,4,1382,1,384,105274.326
"995",2455,5,1060,1,308,113148.346
"996",2456,5,1435,1,308,131738.221
"997",2457,5,1274,1,224,120272.816
"998",2458,6,1232,1,217,144889.258
"999",2459,5,884,1,240,101602.994
"1000",2460,6,1409,2,528,177880.859
"1001",2461,5,1322,1,280,124975.088
"1002",2462,5,1426,1,230,128056.78
"1003",2463,5,1281,2,379,138366.439
"1004",2464,6,2264,1,408,203970.892
"1005",2465,6,1376,2,576,178235.894
"1006",2466,5,1316,2,576,148272.66
"1007",2467,7,1344,2,456,198661.052
"1008",2468,5,1173,1,240,115929.591
"1009",2469,5,1214,1,216,116966.612
"1010",2470,6,2294,2,658,227145.104
"1011",2471,7,1952,1,299,210971.868
"1012",2472,6,2180,2,720,224065.418
"1013",2473,4,1315,2,436,115427.313
"1014",2474,4,1484,1,264,105353.412
"1015",2475,7,2267,2,498,246159.007
"1016",2476,5,1282,1,240,121333.048
"1017",2477,5,999,1,308,110124.393
"1018",2478,5,1452,2,572,154848.676
"1019",2479,4,1005,2,440,100225.595
"1020",2480,5,1020,2,528,131608.108
"1021",2481,5,1040,1,264,110331.854
"1022",2482,5,868,2,576,126063.956
"1023",2483,5,897,1,264,103242.915
"1024",2484,5,943,2,528,127790.987
"1025",2485,5,912,1,315,106101.888
"1026",2486,5,1375,1,323,129386.011
"1027",2487,5,2654,2,638,217172.97
"1028",2488,7,1302,1,224,175638.568
"1029",2489,6,1299,2,494,171017.577
"1030",2490,5,1176,1,303,118691.424
"1031",2491,4,998,2,460,100708.144
"1032",2492,6,1522,2,552,184478.08
"1033",2493,5,1325,2,576,148718.817
"1034",2494,5,1630,2,649,166866.476
"1035",2495,4,1242,1,336,96343.162
"1036",2496,6,2422,2,527,228056.83
"1037",2497,6,1626,1,332,169190.99
"1038",2498,5,864,1,399,107206.536
"1039",2499,4,943,1,308,80359.451
"1040",2500,5,1038,1,264,110232.708
"1041",2501,5,1342,1,256,124971.076
"1042",2502,5,1480,1,253,131687.716
"1043",2503,4,1362,1,280,99969.154
"1044",2504,6,1822,2,515,197815.294
"1045",2505,7,1958,2,499,230882.428
"1046",2506,8,1651,3,870,269358.231
"1047",2507,8,2140,3,894,294594.9
"1048",2508,8,1651,3,870,269358.231
"1049",2509,7,1546,3,796,234094.84
"1050",2510,8,1500,2,674,242425.498
"1051",2511,7,1270,2,524,197813.154
"1052",2512,7,1795,2,578,226078.791
"1053",2513,7,1873,2,619,231646.083
"1054",2514,8,1743,2,529,248457.427
"1055",2515,5,1022,2,747,140790.936
"1056",2516,6,1308,2,497,171588.168
"1057",2517,5,990,1,384,112830.564
"1058",2518,5,1097,1,242,112244.999
"1059",2519,7,1873,2,597,230733.567
"1060",2520,7,1753,2,534,222171.693
"1061",2521,7,1690,2,517,218343.468
"1062",2522,7,1842,2,486,224592.746
"1063",2523,5,894,2,440,121711.846
"1064",2524,5,1025,2,370,125302.449
"1065",2525,5,1009,2,576,133053.749
"1066",2526,5,1040,2,748,141724.728
"1067",2527,5,907,1,308,105563.677
"1068",2528,5,879,2,440,120968.251
"1069",2529,5,864,2,576,125865.664
"1070",2530,4,875,2,728,105726.769
"1071",2531,7,1673,2,583,220238.275
"1072",2532,7,1932,2,610,234197.588
"1073",2533,7,1729,2,542,221313.765
"1074",2534,8,1592,2,484,239105.394
"1075",2535,8,2439,2,560,284246.053
"1076",2536,7,1992,2,608,237089.012
"1077",2537,8,1341,2,482,226579.615
"1078",2538,7,1476,2,552,209186.576
"1079",2539,7,1190,2,578,196087.126
"1080",2540,6,1330,2,437,170190.094
"1081",2541,7,1491,2,484,207109.667
"1082",2542,5,1536,2,400,151878.592
"1083",2543,5,936,1,384,110153.622
"1084",2544,4,1088,2,520,107658.394
"1085",2545,5,1351,2,576,150007.715
"1086",2546,6,1179,2,622,170378.001
"1087",2547,6,1044,2,528,159786.714
"1088",2548,5,2233,2,579,193855.535
"1089",2549,5,1408,2,489,149224.79
"1090",2550,10,5095,3,1154,505845.103
"1091",2551,6,1072,2,525,161050.324
"1092",2552,5,960,1,392,111675.198
"1093",2553,4,1152,0,0,66627.462
"1094",2554,5,1195,0,0,95747.955
"1095",2555,6,865,1,216,126654.489
"1096",2556,4,768,1,355,73633.642
"1097",2557,4,864,2,528,96885.866
"1098",2558,5,2592,0,0,165001.436
"1099",2559,5,1422,1,352,132918.804
"1100",2560,6,1298,1,240,149115.07
"1101",2561,7,1098,1,216,165193.852
"1102",2562,6,1436,1,228,155458.408
"1103",2563,6,1461,1,225,156573.299
"1104",2564,7,1718,2,264,209237.578
"1105",2565,5,1226,2,400,136510.962
"1106",2566,4,1755,1,231,117418.921
"1107",2567,5,1355,2,528,148215.063
"1108",2568,6,1560,2,580,187523.238
"1109",2569,6,1488,2,552,182792.598
"1110",2570,6,1045,2,462,157098.739
"1111",2571,4,1680,2,628,141485.234
"1112",2572,8,1020,2,509,211786.588
"1113",2573,7,1696,2,625,223120.53
"1114",2574,8,2726,2,691,303907.122
"1115",2575,6,1215,2,720,176227.473
"1116",2576,5,1601,0,0,115874.593
"1117",2577,5,1828,0,0,NA
"1118",2578,5,816,1,100,92425.11
"1119",2579,2,845,1,256,19366.733
"1120",2580,5,1991,0,0,135208.063
"1121",2581,4,1073,2,720,115210.399
"1122",2582,5,1001,1,216,106407.563
"1123",2583,8,1625,2,495,241197.561
"1124",2584,6,1299,2,486,170685.753
"1125",2585,5,1392,3,650,166427.102
"1126",2586,7,1409,2,576,206860.657
"1127",2587,7,1478,2,506,207377.734
"1128",2588,7,918,1,360,162243.544
"1129",2589,6,1026,2,528,158894.4
"1130",2590,7,1501,2,512,208766.781
"1131",2591,6,2279,2,461,218230.343
"1132",2592,7,1689,2,433,214809.743
"1133",2593,8,1564,2,502,238463.954
"1134",2594,7,1240,2,528,196491.876
"1135",2595,8,1312,2,471,224685.74
"1136",2596,8,1922,3,692,275409.43
"1137",2597,6,1491,2,571,183729.399
"1138",2598,7,2486,2,452,255107.506
"1139",2599,10,1824,3,932,334483.704
"1140",2600,3,2034,4,1041,171810.68
"1141",2601,6,936,2,460,151612.326
"1142",2602,4,1092,1,253,85464.538
"1143",2603,4,992,1,297,82332.27
"1144",2604,4,1092,0,0,63653.082
"1145",2605,4,1092,1,286,86833.312
"1146",2606,5,1008,2,678,137234.932
"1147",2607,6,1356,2,528,175253.49
"1148",2608,5,1676,2,672,170100.828
"1149",2609,5,1432,2,531,152156.618
"1150",2610,5,796,0,0,75968.328
"1151",2611,4,1608,1,444,118966.504
"1152",2612,5,1178,2,502,138362.214
"1153",2613,5,816,1,264,99227.502
"1154",2614,5,887,1,288,103742.657
"1155",2615,6,1293,2,452,168978.063
"1156",2616,6,1024,1,313,138559.962
"1157",2617,5,1797,3,963,199486.781
"1158",2618,6,1390,2,550,177851.488
"1159",2619,7,1851,2,506,225868.463
"1160",2620,6,1525,2,400,178322.143
"1161",2621,6,1671,2,423,186513.795
"1162",2622,6,1776,2,443,192548.52
"1163",2623,8,2064,2,527,264287.404
"1164",2624,7,2212,3,773,266156.464
"1165",2625,8,2687,2,618,298945.881
"1166",2626,6,1169,2,402,160757.111
"1167",2627,8,1204,2,461,218917.076
"1168",2628,9,2798,3,670,344911.716
"1169",2629,10,3390,3,758,404897.85
"1170",2630,9,2473,3,675,329007.881
"1171",2631,10,2698,3,736,369680.818
"1172",2632,9,2795,3,660,344348.217
"1173",2633,9,1714,2,517,273510.928
"1174",2634,9,2000,3,722,307509.318
"1175",2635,6,1102,2,582,164901.76
"1176",2636,7,1857,2,482,225170.429
"1177",2637,7,1083,2,596,191529.419
"1178",2638,7,2318,2,541,250470.784
"1179",2639,6,1875,2,485,199198.323
"1180",2640,6,1103,2,462,159973.973
"1181",2641,4,874,2,576,99372.54
"1182",2642,6,1419,2,543,178998.759
"1183",2643,6,1092,2,440,158516.154
"1184",2644,5,1365,2,440,145060.729
"1185",2645,6,1030,1,264,136824.978
"1186",2646,6,948,1,264,132759.992
"1187",2647,6,1092,1,264,139898.504
"1188",2648,6,1069,2,440,157375.975
"1189",2649,5,1387,1,300,129026.893
"1190",2650,7,1055,1,319,167334.447
"1191",2651,6,1456,2,460,177390.286
"1192",2652,9,2589,3,831,341228.917
"1193",2653,8,1618,3,880,268137.102
"1194",2654,7,1740,3,874,246947.286
"1195",2655,9,1868,3,1085,316022.196
"1196",2656,9,2206,3,670,315564.5
"1197",2657,9,2091,2,521,292365.861
"1198",2658,8,2253,2,575,275647.645
"1199",2659,8,2389,3,672,297730.461
"1200",2660,8,2358,3,784,300839.234
"1201",2661,9,1792,3,925,305618.168
"1202",2662,9,1780,3,816,300502.19
"1203",2663,8,1914,3,746,277252.658
"1204",2664,9,1565,2,556,267742.193
"1205",2665,9,1686,3,899,299285.002
"1206",2666,9,1666,2,575,273537.148
"1207",2667,6,1456,2,390,174486.826
"1208",2668,7,1492,2,440,205334.208
"1209",2669,6,1326,2,427,169577.022
"1210",2670,8,2373,3,632,295278.173
"1211",2671,7,1492,2,440,205334.208
"1212",2672,7,1364,2,437,198864.43
"1213",2673,7,1511,2,398,204534.019
"1214",2674,7,1548,2,388,205953.44
"1215",2675,7,1142,2,440,187983.658
"1216",2676,7,1598,2,433,210298.6
"1217",2677,6,1889,2,431,197652.533
"1218",2678,7,2322,3,617,265138.926
"1219",2679,8,1976,3,885,286091.626
"1220",2680,8,2234,3,768,294028.534
"1221",2681,9,2855,3,774,352051.089
"1222",2682,8,2726,3,725,316634.896
"1223",2683,9,3500,3,959,391699.104
"1224",2684,8,2494,3,803,308369.244
"1225",2685,8,2799,3,704,319382.687
"1226",2686,8,1964,2,760,268994.478
"1227",2687,8,1670,3,928,272705.842
"1228",2688,8,1504,2,510,235821.398
"1229",2689,8,1278,2,584,227687.272
"1230",2690,9,2640,3,792,342139.498
"1231",2691,6,1716,2,615,196708.356
"1232",2692,6,1142,0,0,120109.44
"1233",2693,7,1400,2,612,207907.708
"1234",2694,6,1131,0,0,119564.137
"1235",2695,7,1686,2,462,215863.886
"1236",2696,7,1585,2,449,210317.799
"1237",2697,6,1837,2,688,205734.583
"1238",2698,6,1731,2,462,191105.817
"1239",2699,6,1398,2,542,177916.248
"1240",2700,6,1217,2,484,166537.811
"1241",2701,6,1320,2,472,171146.094
"1242",2702,5,988,2,624,134003.66
"1243",2703,6,1654,2,528,190026.244
"1244",2704,5,1211,2,576,143067.495
"1245",2705,5,984,1,310,109463.754
"1246",2706,5,909,1,294,105082.131
"1247",2707,5,925,2,484,125073.641
"1248",2708,5,1024,1,308,111363.718
"1249",2709,5,912,0,0,81718.796
"1250",2710,5,941,1,288,106419.599
"1251",2711,7,2646,2,550,267104.03
"1252",2712,8,2826,3,888,328353.11
"1253",2713,7,1143,2,588,194171.975
"1254",2714,7,1223,2,480,193658.191
"1255",2715,6,1524,2,440,179931.69
"1256",2716,7,1080,2,496,187232.9
"1257",2717,7,1694,1,434,203781.564
"1258",2718,8,1568,2,564,241233.882
"1259",2719,5,1193,2,501,139064.331
"1260",2720,7,1334,2,477,199036.36
"1261",2721,5,1051,2,504,132149.399
"1262",2722,5,1770,2,530,168870.814
"1263",2723,6,976,2,504,155420.278
"1264",2724,5,898,1,326,105864.124
"1265",2725,5,1051,1,264,110877.157
"1266",2726,5,1141,1,568,127948.039
"1267",2727,6,1565,1,299,164798.263
"1268",2728,6,1488,2,430,177732.282
"1269",2729,5,1440,2,480,150437.824
"1270",2730,5,1248,1,286,121555.554
"1271",2731,6,816,1,240,125220.884
"1272",2732,5,1043,1,273,110853.875
"1273",2733,5,1433,2,441,148473.171
"1274",2734,5,1624,1,240,138287.014
"1275",2735,5,1216,1,280,119720.35
"1276",2736,5,1728,1,234,143193.738
"1277",2737,5,936,1,240,104180.79
"1278",2738,5,1584,2,506,158654.764
"1279",2739,6,1246,2,441,166191.874
"1280",2740,6,1008,2,430,153937.242
"1281",2741,5,1364,1,331,129172.532
"1282",2742,6,1336,2,488,172602.91
"1283",2743,5,1370,1,300,128184.152
"1284",2744,6,1124,1,353,145176.382
"1285",2745,6,1050,1,286,138728.954
"1286",2746,5,1008,1,280,109409.166
"1287",2747,6,1575,2,400,180800.793
"1288",2748,5,1145,2,684,144275.301
"1289",2749,5,1005,1,319,110878.089
"1290",2750,5,1056,1,300,112618.23
"1291",2751,5,884,1,270,102847.334
"1292",2752,7,2039,3,791,258326.939
"1293",2753,5,1384,2,896,164916.584
"1294",2754,5,2640,3,1008,243143.33
"1295",2755,6,1312,2,649,178091.116
"1296",2756,3,713,1,371,44581.921
"1297",2757,3,715,2,660,67985.731
"1298",2758,4,720,1,280,68143.288
"1299",2759,6,1595,2,528,187101.437
"1300",2760,4,1760,2,648,146280.634
"1301",2761,6,1146,1,294,143819.786
"1302",2762,6,1207,1,264,145599.399
"1303",2763,6,1773,2,418,191362.851
"1304",2764,7,1472,2,484,206167.78
"1305",2765,7,2448,2,441,252767.474
"1306",2766,4,1521,1,597,120999.787
"1307",2767,3,1040,2,400,73312.676
"1308",2768,5,1556,0,0,113643.808
"1309",2769,5,1150,1,288,116780.356
"1310",2770,7,1045,2,528,186825.141
"1311",2771,5,864,1,336,104593.422
"1312",2772,5,1025,0,0,87320.545
"1313",2773,5,2014,2,624,184865.558
"1314",2774,5,1668,1,240,140468.226
"1315",2775,4,1657,1,162,109698.785
"1316",2776,6,1416,2,400,172918.686
"1317",2777,7,1428,2,576,207802.544
"1318",2778,7,1004,1,200,159870.342
"1319",2779,4,1951,2,576,152762.661
"1320",2780,6,1032,1,280,137587.772
"1321",2781,5,844,1,216,98624.602
"1322",2782,4,864,1,528,85568.344
"1323",2783,3,1376,1,216,71019.73
"1324",2784,5,960,2,576,130624.672
"1325",2785,5,1566,2,450,155439.682
"1326",2786,3,492,1,200,26533.55
"1327",2787,6,1182,1,378,149088.566
"1328",2788,3,840,1,250,45858.854
"1329",2789,7,2104,2,432,235341.06
"1330",2790,5,1248,0,0,98375.324
"1331",2791,5,960,2,624,132615.616
"1332",2792,3,1020,0,0,33094.972
"1333",2793,6,1827,1,240,175339.187
"1334",2794,3,1162,1,258,62153.184
"1335",2795,5,1324,1,180,120926.434
"1336",2796,5,816,1,210,96987.69
"1337",2797,6,2486,2,576,233261.924
"1338",2798,4,1430,2,370,118390.66
"1339",2799,5,1330,1,390,129934.252
"1340",2800,5,819,0,0,77108.507
"1341",2801,6,984,1,308,136369.652
"1342",2802,5,1422,1,288,130264.212
"1343",2803,6,1921,2,576,205253.179
"1344",2804,5,1640,2,394,156785.316
"1345",2805,5,1032,1,260,109769.358
"1346",2806,5,879,1,180,98866.449
"1347",2807,7,1073,1,246,165198.867
"1348",2808,5,1064,2,528,133789.32
"1349",2809,6,934,1,336,135052.386
"1350",2810,5,1059,1,286,112186.257
"1351",2811,5,1458,2,512,152657.434
"1352",2812,6,1040,2,616,163238.486
"1353",2813,5,1967,2,580,180710.595
"1354",2814,5,1949,2,586,180067.149
"1355",2815,5,872,1,322,104409.314
"1356",2816,7,1830,2,521,225449.6
"1357",2817,5,1000,2,575,132566.114
"1358",2818,5,810,2,576,123188.722
"1359",2819,7,1700,1,450,204742.65
"1360",2820,4,1350,2,504,119982.872
"1361",2821,5,1150,1,215,113752.462
"1362",2822,6,2009,3,795,230016.807
"1363",2823,6,3672,2,836,302839.782
"1364",2824,5,1560,2,528,158377.528
"1365",2825,5,1488,2,569,156508.87
"1366",2826,5,1057,1,288,112170.067
"1367",2827,6,1609,1,305,167228.343
"1368",2828,6,2559,2,506,233977.293
"1369",2829,6,1440,4,920,218312.042
"1370",2830,7,1876,3,848,252610.786
"1371",2831,7,1208,2,632,199219.252
"1372",2832,6,1846,2,495,198175.486
"1373",2833,8,1590,3,754,261522.83
"1374",2834,7,1809,2,638,229261.493
"1375",2835,7,1614,2,576,217023.122
"1376",2836,7,1596,2,610,217541.06
"1377",2837,6,1388,2,522,176590.958
"1378",2838,5,1100,2,462,132836.4
"1379",2839,6,1499,2,473,180061.139
"1380",2840,7,1425,2,591,208275.995
"1381",2841,7,1749,2,515,221185.319
"1382",2842,7,1779,2,586,225617.447
"1383",2843,6,1388,1,317,156770.446
